Recipient,1,2,3,4,5,6,7,8,9,10,Average
client1097,668180000,667809000,667808000,667896000,667911000,667915000,667933000,667949000,667949000,667969000,667931900
client1085,669979000,669570000,669610000,669640000,669665000,669656000,669643000,669382000,668970000,668816000,669493100
client850,290124000,289098000,288894000,288667000,288518000,288226000,287972000,287848000,287715000,282646000,287970800
client882,315855000,314936000,314682000,314445000,314271000,314070000,313849000,313588000,313266000,313047000,314200900
client878,238885000,237662000,237496000,236390000,236233000,236086000,227595000,227401000,227269000,226416000,233143300
client790,287401000,283679000,283549000,281715000,281569000,281471000,281373000,281274000,281177000,281080000,282428800
client872,257158000,256192000,255999000,255456000,245187000,245037000,244624000,244460000,244320000,241817000,249025000
client890,176880000,176189000,176153000,176087000,176021000,175968000,175900000,175814000,175731000,175659000,176040200
client1139,764149000,763829000,763953000,763995000,764014000,764032000,764043000,764062000,764098000,764211000,764038600
client1160,772935000,772598000,772711000,772754000,772787000,772817000,772846000,772875000,772917000,772948000,772818800
client1159,761807000,761453000,761571000,761698000,761734000,761767000,761798000,761841000,761877000,761918000,761746400
client1176,757630000,756175000,756223000,756241000,756231000,756190000,756194000,756200000,756217000,756238000,756353900
client1162,759622000,756868000,756137000,756174000,756200000,756218000,756231000,756255000,756283000,756311000,756629900
client827,240321000,239858000,239820000,239752000,239689000,239626000,239567000,239506000,239447000,239391000,239697700
client852,173833000,173418000,173416000,173387000,173362000,173330000,173301000,173273000,173238000,173208000,173376600
client806,226330000,225855000,225802000,225774000,225738000,225703000,225670000,225626000,225567000,225547000,225761200
client1185,735402000,734968000,735029000,734990000,734964000,734936000,734909000,734880000,734873000,734864000,734981500
client751,142002000,141646000,141609000,141557000,141505000,141449000,141393000,141340000,141281000,141219000,141500100
client877,296579000,296141000,296129000,296092000,296038000,295985000,295930000,295878000,295826000,295770000,296036800
client775,138878000,138564000,138547000,138517000,138481000,138446000,138393000,138343000,138310000,138283000,138476200
client860,167920000,167620000,167611000,167582000,167555000,167527000,167499000,167472000,167447000,167422000,167565500
client1108,749539000,749181000,749291000,749341000,749367000,749383000,749396000,749416000,749449000,751506000,749586900
client819,202156000,201830000,201825000,201800000,201762000,201734000,201706000,201678000,201647000,201621000,201775900
client1172,757154000,755401000,755492000,754634000,754647000,754676000,754733000,754771000,754559000,754581000,755064800
client777,207366000,207071000,207062000,207012000,206956000,206902000,206868000,206837000,206792000,206759000,206962500
client755,152235000,151916000,151884000,151829000,151775000,151716000,151662000,151601000,151548000,151487000,151765300
client1129,739195000,738829000,738927000,738973000,738998000,739023000,739052000,739081000,739119000,739151000,739034800
client1127,740801000,740411000,740556000,740622000,740661000,740688000,740721000,740754000,740793000,740833000,740684000
client1076,767553000,767194000,767213000,767324000,747044000,746993000,747003000,747016000,747026000,747045000,755141100
client1148,739657000,732600000,730253000,730282000,730335000,730364000,730392000,730423000,730493000,730537000,731533600
client816,278604000,276331000,275990000,275414000,187843000,187779000,187727000,187696000,187648000,187594000,223262600
client836,176863000,176540000,176533000,176503000,176467000,176433000,176396000,176365000,176335000,176300000,176473500
client899,176703000,176331000,176305000,176269000,176237000,176208000,176181000,176153000,176127000,176099000,176261300
client832,153124000,152774000,152763000,152733000,152681000,152624000,152569000,152519000,152467000,152420000,152667400
client888,152592000,152228000,152175000,152132000,152081000,152027000,151978000,151933000,151891000,151854000,152089100
client1110,741394000,740633000,740766000,740811000,740863000,740892000,740923000,740945000,740952000,740973000,740915200
client1137,736516000,735959000,735984000,736108000,736145000,736178000,736217000,736246000,736277000,736316000,736194600
client1144,737792000,728126000,728146000,728090000,728059000,728018000,727936000,727940000,727934000,727856000,728989700
client847,167188000,166803000,166768000,166711000,166657000,166604000,166548000,166492000,166440000,166388000,166659900
client762,260252000,172897000,172841000,172827000,172811000,172793000,172747000,172694000,172662000,172632000,181515600
client1190,714876000,714519000,714632000,714675000,714712000,714744000,714780000,714820000,714861000,708874000,714149300
client752,118730000,118326000,118287000,118234000,118182000,118125000,118065000,118015000,117965000,117914000,118184300
client842,111466000,111069000,111044000,111001000,110957000,110905000,110868000,110826000,110789000,110764000,110968900
client1128,709076000,708673000,708793000,706603000,706573000,706595000,706630000,704997000,704968000,705015000,706792300
client1115,711877000,711480000,711581000,708099000,705298000,705298000,705324000,705350000,705390000,705389000,707508600
client1181,700990000,700581000,700648000,700697000,700744000,700785000,700831000,700877000,700926000,700977000,700805600
client1118,699995000,699636000,699766000,699810000,699851000,699873000,699898000,699918000,699720000,699699000,699816600
client1096,703635000,701787000,701829000,701867000,701875000,699697000,698209000,698122000,698074000,698097000,700319200
client1086,713010000,711782000,711759000,708195000,705831000,705783000,705793000,705822000,705846000,705883000,707970400
client1145,700291000,690963000,691066000,690821000,690837000,690852000,690864000,690885000,690909000,690221000,691770900
client793,61989000,61756000,61774000,61740000,61705000,61674000,61643000,61614000,61587000,61561000,61704300
client874,313281000,312594000,312449000,312278000,312151000,312008000,200352000,200278000,200204000,200123000,267571800
client896,184748000,184475000,184474000,184449000,184418000,184387000,184356000,184322000,184294000,184264000,184418700
client1106,709255000,708862000,708954000,696765000,696798000,696825000,696846000,696866000,696897000,696929000,700499700
client866,85988000,85652000,85636000,85611000,85585000,85557000,85530000,85506000,85449000,85400000,85591400
client1125,111100000,110583000,110531000,110472000,110425000,110380000,110327000,110275000,110224000,110171000,110448800
client1071,101075000,100536000,100479000,100444000,100402000,100356000,100308000,100262000,100216000,100170000,100424800
client869,35288000,34975000,34961000,34914000,34877000,34840000,34804000,34770000,34738000,34715000,34888200
client1126,104872000,103841000,103704000,103609000,103527000,103435000,103343000,103256000,103167000,103081000,103583500
client1182,248595000,247730000,247813000,247823000,247810000,247781000,247744000,247709000,247674000,247636000,247831500
client1175,246731000,246263000,246298000,246279000,246246000,246218000,246192000,246164000,246125000,246108000,246262400
client802,151749000,151442000,151433000,151400000,151364000,151328000,151286000,151263000,151249000,40641000,140315500
client894,153724000,153209000,153168000,153094000,153023000,152953000,152882000,152814000,152748000,152680000,153029500
client801,65843000,65344000,65304000,65235000,65166000,65096000,65029000,64963000,64897000,64832000,65170900
client791,144880000,144371000,144366000,144306000,144239000,144172000,144103000,143986000,143912000,143848000,144218300
client845,12771000,12294000,12212000,12128000,12013000,11942000,11824000,11758000,11715000,11681000,12033800
client773,26801000,26346000,26317000,26273000,26225000,26181000,26144000,26096000,26055000,26017000,26245500
client786,27755000,27408000,27391000,27361000,27314000,27272000,27230000,27193000,27156000,27120000,27320000
client1138,99288000,98720000,98665000,98599000,98541000,98487000,98434000,98383000,98329000,98260000,98570600
client785,54370000,53856000,53810000,53733000,53664000,53596000,53528000,53463000,53398000,53335000,53675300
client1105,94998000,94404000,94347000,94290000,94234000,94177000,94127000,94075000,94021000,93967000,94264000
client1055,87066000,86087000,82290000,82199000,82138000,82083000,82029000,81977000,81922000,81869000,82966000
client1179,65912000,64392000,64308000,64235000,64174000,64088000,63969000,63921000,63864000,63801000,64266400
client1124,62593000,62046000,61981000,61937000,61890000,61838000,61790000,61741000,61694000,61649000,61915900
client895,93562000,93027000,92982000,92910000,92845000,92782000,92721000,92657000,92597000,92546000,92862900
client1178,226085000,225244000,225295000,225290000,223058000,222958000,222919000,222903000,222885000,222822000,223945900
client1088,232949000,230517000,230472000,230550000,230554000,230545000,230551000,230547000,230508000,229416000,230660900
client1080,67565000,67024000,66959000,66900000,66835000,66778000,66721000,66667000,66606000,66554000,66860900
client891,208479000,208135000,208126000,208117000,208075000,207970000,207919000,207887000,207860000,207834000,208040200
client807,217461000,217059000,217048000,217017000,216986000,216946000,216910000,216881000,216847000,216813000,216996800
client864,189756000,189313000,189304000,189277000,189223000,189192000,189160000,189118000,189094000,189070000,189250700
client1163,811343000,810855000,810850000,810815000,810795000,810763000,810725000,810691000,810656000,810623000,810811600
client834,99993000,99568000,99532000,99484000,99428000,99379000,99299000,99229000,99169000,99118000,99419900
client808,92605000,92322000,92314000,92281000,92246000,92206000,92150000,92095000,92043000,92008000,92227000
client1099,188282000,187934000,187965000,188084000,188133000,188160000,188186000,188208000,188233000,188261000,188144600
client784,81960000,81556000,81553000,81526000,81499000,81446000,81391000,81342000,81290000,81240000,81480300
client780,53724000,53287000,53261000,53197000,53137000,53078000,53013000,52955000,52916000,52889000,53145700
client814,172928000,172641000,172634000,172598000,172556000,172501000,172445000,172394000,172344000,172307000,172534800
client781,969072000,968757000,968739000,968708000,968667000,968620000,968573000,968533000,968490000,968452000,968661100
client1082,979796000,979242000,979188000,979141000,979087000,979028000,978978000,978924000,978869000,978817000,979107000
client1113,986338000,985806000,985751000,985700000,985496000,985398000,985298000,985192000,985133000,985082000,985519400
client1081,139345000,139018000,139027000,139124000,139170000,139199000,138825000,138832000,138841000,138863000,139024400
client1200,106706000,105817000,103761000,103671000,103610000,103551000,103491000,103433000,103373000,103297000,104071000
client800,905618000,905267000,905257000,905220000,905185000,905148000,905107000,905071000,905037000,905000000,905191000
client794,947090000,946592000,946565000,946519000,946458000,946378000,946300000,946224000,946159000,946090000,946437500
client1191,954472000,953960000,953904000,953857000,953806000,953757000,953710000,953662000,953602000,953547000,953827700
client764,22900000,22398000,22376000,22334000,22279000,22224000,22179000,22138000,22096000,22056000,22298000
client868,28794000,28372000,28337000,28282000,28229000,28177000,28122000,28061000,28010000,27959000,28234300
client782,23721000,23071000,23011000,22925000,22844000,22768000,22691000,22615000,22544000,22479000,22866900
client848,999060000,998408000,998350000,998266000,998182000,998101000,998020000,997941000,997862000,997787000,998197700
client1078,199331000,198817000,198779000,198731000,198693000,198647000,198601000,198558000,198509000,198470000,198713600
client1068,143009000,142684000,142815000,142854000,142874000,142880000,142889000,142904000,142913000,142928000,142875000
client811,910869000,910477000,910455000,910412000,910365000,910315000,910272000,910229000,910185000,910144000,910372300
client756,924382000,923770000,923710000,923625000,923546000,923467000,923394000,923324000,923255000,923189000,923566200
client855,556050000,901244000,901096000,901040000,900997000,900949000,900897000,900753000,900697000,900653000,866437600
client1151,129725000,124573000,124624000,124655000,124674000,124684000,124694000,124701000,124705000,124691000,125172600
client897,948059000,947630000,947597000,947549000,947480000,947407000,947345000,947282000,947212000,947172000,947473300
client766,310777000,877161000,877051000,876941000,876845000,876750000,876663000,876571000,876485000,876397000,820164100
client1132,119249000,118908000,119019000,119056000,119083000,119126000,119156000,119193000,119226000,119260000,119127600
client865,139310000,138925000,138911000,138877000,138841000,138806000,138766000,138732000,138699000,138674000,138854100
client1109,135498000,134996000,135000000,135020000,134991000,134948000,134902000,134868000,134825000,133771000,134881900
client1123,194498000,194028000,194027000,193997000,193965000,193931000,193886000,193852000,193821000,193791000,193979600
client844,462772000,933265000,933178000,933084000,929569000,929422000,929332000,929254000,929175000,929101000,883815200
client763,306509000,914557000,914465000,914363000,913790000,913377000,913160000,913067000,912980000,912895000,852916300
client1167,103912000,103112000,103104000,103203000,103220000,103131000,100616000,100579000,100592000,95194000,101666300
client1166,756138000,755686000,755697000,755790000,755510000,755340000,755135000,754972000,754825000,754681000,755377400
client783,294845000,860239000,860138000,860025000,859748000,859607000,859397000,855976000,855813000,855717000,802150500
client828,335211000,912278000,912176000,912087000,911999000,911912000,911817000,911733000,911649000,911569000,854243100
client799,306170000,864627000,864424000,864125000,863556000,863443000,863349000,863263000,863170000,863087000,807921400
client798,466331000,899758000,890878000,890720000,890606000,890492000,890377000,890245000,890143000,890035000,848958500
client900,516936000,965412000,964968000,964123000,963875000,963605000,963381000,963153000,958107000,957984000,918154400
client804,434111000,862266000,862171000,852723000,852559000,852466000,852387000,852306000,852227000,847866000,812108200
client837,336988000,902137000,886745000,886600000,886494000,886407000,886319000,886237000,886160000,886080000,833016700
client1100,816493000,816069000,816077000,816147000,816159000,816160000,816168000,816174000,816181000,816190000,816181800
client758,411612000,972255000,968039000,967878000,967815000,967756000,967708000,967660000,967586000,967509000,912581800
client853,306864000,873063000,872971000,872880000,872793000,872710000,864848000,864680000,864593000,864521000,812992300
client885,363838000,943074000,937498000,932257000,932055000,930719000,930590000,930483000,930386000,930287000,876118700
client870,480998000,908301000,907864000,907461000,907365000,907276000,907186000,901274000,901127000,901043000,862989500
client1098,815945000,815494000,815502000,815519000,815493000,815453000,815420000,815402000,815387000,815363000,815497800
client883,343563000,906213000,906103000,905998000,905905000,905815000,896265000,896124000,896029000,895913000,845792800
client846,329259000,892894000,892800000,892698000,892603000,892513000,892424000,892336000,892252000,876080000,834585900
client792,853677000,852992000,852912000,852819000,852737000,852613000,852529000,852454000,852366000,852289000,852738800
client796,286012000,854070000,853966000,853874000,853773000,853692000,853610000,853532000,853450000,853370000,796934900
client1169,730442000,728687000,728528000,726307000,725957000,725696000,717739000,717623000,717582000,717560000,723612100
client1069,819129000,815883000,815821000,815861000,815860000,815849000,815864000,815862000,815856000,815859000,816184400
client841,869422000,868714000,868633000,868528000,868426000,868338000,868258000,868187000,868102000,868020000,868462800
client818,895514000,892100000,891621000,890791000,889974000,889369000,887592000,887423000,887324000,887244000,889895200
client856,328791000,895257000,895104000,894949000,894838000,894397000,893868000,892294000,891097000,885367000,836596200
client1061,812898000,812528000,812526000,812557000,812534000,812498000,812469000,812438000,812406000,812378000,812523200
client881,370333000,956251000,956122000,955861000,954805000,947924000,947710000,947588000,947465000,947346000,893140500
client825,295259000,861025000,846644000,846484000,846389000,846301000,846215000,846136000,846057000,845985000,792649500
client1070,128122000,127707000,127769000,127761000,127747000,127727000,127710000,127692000,127676000,127660000,127757100
client753,321276000,887269000,887197000,887104000,886994000,870655000,862376000,862226000,862130000,862050000,818927700
client1119,811454000,807367000,806779000,806745000,806737000,806721000,806712000,806708000,806705000,806713000,807264100
client1094,167821000,165615000,165265000,163037000,162758000,162392000,162063000,155315000,155211000,155183000,161466000
client831,376834000,856805000,839624000,839520000,839439000,839354000,839271000,839192000,839112000,839036000,794818700
client838,388495000,868402000,868325000,868227000,868135000,868055000,867977000,867886000,867805000,867735000,820104200
client805,288814000,873521000,870099000,869641000,868894000,868612000,868318000,868117000,867808000,865880000,810970400
client857,387180000,953458000,953385000,953294000,953213000,953140000,949643000,947847000,946965000,945956000,894408100
client863,444717000,887373000,887270000,887170000,887076000,886995000,886914000,886837000,886765000,886691000,842780800
client849,297475000,860830000,859822000,858033000,856950000,844654000,843978000,842297000,842081000,841860000,794798000
client1056,142577000,142086000,142046000,142037000,141999000,141957000,141920000,141882000,141844000,141808000,142015600
client861,490255000,929682000,929593000,929500000,913480000,913334000,913229000,913149000,913077000,913010000,875830900
client1051,115444000,71621000,71676000,71718000,71747000,71770000,71792000,71821000,71857000,71895000,76134100
client1150,754517000,753935000,753839000,753766000,753584000,753389000,753195000,752999000,752807000,751865000,753389600
client759,893633000,891845000,891693000,891069000,890913000,890777000,889699000,886635000,886479000,886375000,889911800
client817,874939000,874248000,870644000,855283000,855124000,855024000,854945000,854868000,854789000,848930000,859879400
client1077,36299000,35961000,35988000,36115000,36156000,36193000,36221000,36234000,36258000,36295000,36172000
client1063,41282000,40930000,41077000,41111000,41098000,41126000,41153000,41193000,41210000,41236000,41141600
client1173,17117000,16714000,16719000,16831000,16862000,16884000,16907000,16928000,16947000,16977000,16888600
client1168,631489000,631031000,631074000,631049000,631031000,630999000,630964000,630933000,630901000,630861000,631033200
client1074,75443000,74944000,74920000,74862000,74814000,74764000,74713000,74667000,74619000,74570000,74831600
client1054,792332000,791902000,791959000,791955000,791927000,791896000,791865000,791836000,791816000,791801000,791928900
client1062,795052000,794701000,794620000,794619000,794505000,794492000,794512000,794497000,794479000,794473000,794595000
client1060,796099000,794990000,794980000,794931000,794874000,794826000,794776000,792983000,792810000,792734000,794400300
client1052,793665000,793248000,793322000,793399000,793394000,793378000,793359000,793344000,793334000,793322000,793376500
client873,688831000,687044000,686826000,686505000,686249000,685970000,685740000,685501000,685082000,684846000,686259400
client1102,803789000,803403000,803423000,803533000,803568000,803586000,803640000,803662000,803672000,803700000,803597600
client1059,777163000,776817000,776840000,777018000,777068000,777104000,777138000,777171000,777202000,777237000,777075800
client1120,789482000,789188000,789298000,789327000,789335000,789339000,789342000,789350000,789367000,789381000,789340900
client765,771222000,769353000,769105000,768809000,768457000,768178000,767910000,767666000,767400000,767154000,768525400
client1093,771459000,771129000,771250000,771295000,771349000,771375000,771393000,771407000,771423000,771452000,771353200
client1075,755907000,755556000,755603000,755718000,755743000,755763000,755788000,755807000,755811000,755803000,755749900
client1065,791728000,791397000,791420000,791578000,791602000,791624000,791654000,791669000,791687000,791720000,791607900
client1130,766141000,765558000,765611000,765599000,765575000,765619000,765550000,765465000,765410000,765394000,765592200
client1153,768433000,768079000,768182000,768283000,768306000,768323000,768336000,768351000,766343000,766314000,767895000
client1023,885989000,885295000,885244000,885173000,885123000,885075000,885011000,884978000,884931000,884842000,885166100
client1029,757690000,757005000,757006000,756955000,756931000,756839000,756793000,756739000,756729000,756703000,756939000
client1090,751925000,751549000,751633000,751735000,751759000,751775000,751777000,751761000,751739000,751727000,751738000
client902,774137000,773758000,773714000,773675000,773632000,773588000,773527000,773467000,773155000,773048000,773570100
client1134,774545000,773542000,773630000,773742000,773787000,773817000,773834000,773845000,773063000,773053000,773685800
client1009,421199000,420858000,420969000,421047000,421069000,421089000,421110000,421109000,421142000,421171000,421076300
client906,779536000,779009000,778922000,779024000,779029000,779027000,779039000,779023000,779023000,779033000,779066500
client1064,734728000,734386000,734402000,734523000,734532000,734539000,734549000,734568000,734571000,734583000,734538100
client1042,875343000,872148000,872150000,872126000,872100000,872077000,872073000,872069000,872067000,872048000,872420100
client880,676310000,673986000,673580000,673029000,672629000,672237000,671861000,671494000,671111000,670753000,672699000
client993,434322000,433988000,434064000,434127000,434157000,434192000,434218000,434247000,434282000,434327000,434192400
client1135,811005000,810593000,810597000,810697000,810722000,810740000,810762000,810782000,810798000,810783000,810747900
client1034,421488000,421088000,421177000,421210000,421246000,421264000,421281000,421301000,421330000,421358000,421274300
client999,421031000,420642000,420721000,420776000,420787000,420796000,420804000,420808000,420851000,420864000,420808000
client1020,410775000,410297000,410370000,410386000,410342000,410293000,410276000,410280000,410286000,410303000,410360800
client1107,812521000,808275000,804000000,803774000,803664000,803574000,803492000,803499000,803347000,803079000,804922500
client932,692787000,692483000,692556000,692576000,692607000,692610000,692607000,692603000,692621000,692642000,692609200
client1058,722554000,722150000,720059000,720116000,720030000,719995000,719973000,719946000,719896000,719872000,720459100
client997,435183000,434708000,434749000,434741000,434718000,434698000,434699000,434683000,434695000,434685000,434755900
client1095,804170000,799049000,798896000,798924000,798846000,798773000,798704000,798566000,798584000,798498000,799301000
client1000,428067000,427431000,427517000,427538000,427559000,427551000,427548000,427546000,427555000,427564000,427587600
client1047,406189000,405781000,405897000,405947000,405958000,405972000,405979000,405991000,406021000,406045000,405978000
client1040,212303000,211878000,211965000,212080000,212099000,212065000,212064000,212053000,212026000,212046000,212057900
client779,659269000,656954000,656669000,656302000,655973000,655692000,655393000,655057000,654743000,654504000,656055600
client1032,404796000,400150000,398736000,398664000,398613000,398646000,398582000,398527000,398532000,398548000,399379400
client1035,855579000,855011000,854935000,854850000,854782000,854708000,854638000,854569000,854505000,854447000,854802400
client1049,712356000,711964000,711964000,708743000,708691000,708673000,708679000,708667000,708644000,708654000,709703500
client1044,397881000,397571000,397667000,397797000,394470000,394398000,394371000,394371000,394371000,394358000,395725500
client985,397348000,396922000,397007000,397048000,397055000,397071000,397087000,397104000,397119000,397134000,397089500
client933,729958000,724587000,724591000,724644000,724648000,724646000,724640000,724638000,724648000,724651000,725165100
client943,679265000,678715000,678783000,674667000,674571000,674521000,674489000,674458000,674467000,674483000,675841900
client1008,401890000,398936000,398843000,398825000,398795000,398761000,398703000,398651000,398623000,398570000,399059700
client983,396237000,395547000,395593000,395605000,395602000,395577000,395561000,395547000,395544000,395564000,395637700
client1016,242376000,241978000,241993000,242095000,241577000,241589000,241629000,241657000,241677000,241717000,241828800
client917,814711000,814249000,814187000,814154000,814091000,814029000,813964000,813904000,813815000,813749000,814085300
client1014,240989000,240611000,240622000,238445000,238446000,238462000,238494000,238524000,238549000,238586000,239172800
client925,809510000,808939000,808893000,808825000,808767000,808705000,808648000,808592000,808537000,808478000,808789400
client1027,377587000,377194000,377183000,377323000,377342000,377350000,377343000,377356000,377363000,377379000,377342000
client954,462258000,461398000,461357000,461200000,461045000,460834000,460758000,460701000,460646000,460594000,461079100
client988,453194000,452453000,452408000,452338000,452279000,452221000,452158000,452098000,452035000,451963000,452314700
client971,452629000,452091000,452035000,451968000,451895000,451832000,451777000,451745000,451685000,451633000,451929000
client974,456901000,456326000,456270000,456203000,456137000,456075000,456021000,455968000,455913000,449810000,455562400
client975,445722000,445186000,445121000,445092000,445036000,444985000,444942000,444908000,444862000,444817000,445067100
client962,445975000,445421000,445390000,445358000,445314000,445248000,445191000,445135000,445082000,445037000,445315100
client977,441320000,440761000,440686000,440652000,440601000,440551000,440505000,440459000,440416000,440373000,440632400
client966,446054000,445464000,445410000,445347000,445298000,445245000,445197000,445145000,445077000,445016000,445325300
client950,637659000,637252000,637328000,637351000,637338000,637343000,637352000,637356000,637367000,637378000,637372400
client1010,371382000,371005000,371084000,371100000,371126000,371126000,371129000,371135000,371145000,371165000,371139700
client1030,856535000,856077000,856120000,856102000,856074000,856044000,856057000,856034000,856026000,856038000,856110700
client973,451105000,450555000,450494000,450446000,450394000,450340000,450295000,450249000,450203000,450160000,450424100
client992,354216000,353836000,353932000,353980000,353999000,354009000,354020000,354035000,354056000,354076000,354015900
client927,620674000,620334000,620413000,620449000,620465000,620466000,620458000,620446000,620452000,620459000,620461600
client967,443986000,443428000,443398000,439534000,438742000,438647000,438588000,438414000,438280000,438187000,440120400
client981,425175000,424637000,424576000,424521000,424433000,424342000,424268000,424204000,424133000,424064000,424435300
client968,575903000,575435000,575036000,575021000,574989000,574957000,574928000,574897000,574884000,574877000,575092700
client931,678801000,678297000,678393000,678424000,678425000,678427000,678431000,678429000,678432000,678427000,678448600
client1018,176181000,175656000,175635000,175711000,175744000,175754000,175768000,175772000,175777000,175787000,175778500
client995,309949000,309582000,309676000,309713000,309778000,309797000,309810000,309819000,309840000,309860000,309782400
client986,335395000,334968000,335053000,335064000,335086000,335080000,335074000,335067000,335067000,335077000,335093100
client961,416652000,416048000,415998000,415936000,415862000,415805000,415758000,415702000,415644000,415595000,415900000
client1046,138234000,129644000,129625000,129356000,129304000,129254000,129200000,129151000,129101000,129043000,130191200
client1041,775703000,775203000,775219000,775201000,775184000,775149000,775117000,775088000,775051000,775023000,775193800
client1037,985084000,984557000,984596000,984560000,984511000,984461000,984409000,984354000,984312000,984278000,984512200
client1013,335756000,334616000,334615000,334514000,334461000,334414000,334375000,334313000,334290000,334239000,334559300
client1015,172144000,169148000,169181000,169260000,169270000,169320000,169332000,169346000,169365000,169383000,169574900
client976,445036000,444516000,444480000,444429000,444361000,444306000,444253000,444201000,444152000,444098000,444383200
client769,737325000,643913000,643530000,643191000,642869000,642543000,642182000,641655000,641116000,640776000,651910000
client1011,336797000,333418000,333505000,333534000,333537000,333548000,333552000,333565000,333574000,333589000,333861900
client958,443449000,442909000,442855000,442820000,442771000,442728000,442676000,442619000,422857000,392483000,435816700
client953,587340000,586936000,587026000,587054000,587063000,587074000,587192000,587209000,587369000,587382000,587164500
client948,622689000,622263000,622393000,622419000,622427000,622423000,622430000,622434000,622446000,622457000,622438100
client959,598087000,597680000,597794000,597832000,597841000,580918000,580828000,580807000,580807000,580823000,589341700
