Sender,Time
client1,0.419391
client1,0.428648
client1,0.431384
client1,0.433686
client1,0.436204
client1,0.438524
client1,0.440905
client1,0.443281
client1,0.446074
client1,0.44872
client6,0.442865
client6,0.445338
client6,0.449
client6,0.451489
client2,0.454908
client9,0.460997
client6,0.463529
client6,0.466128
client3,0.468787
client6,0.471344
client2,0.472964
client9,0.474669
client6,0.476374
client6,0.478029
client9,0.479783
client2,0.481471
client6,0.483173
client3,0.484853
client7,0.486375
client9,0.488084
client2,0.489768
client9,0.491955
client2,0.498114
client3,0.500008
client9,0.50176
client2,0.504983
client3,0.506815
client9,0.508567
client7,0.51047
client2,0.51224
client3,0.513878
client9,0.516428
client14,0.519102
client2,0.520921
client2,0.522546
client9,0.524268
client3,0.525971
client12,0.527899
client7,0.53104
client2,0.53608
client9,0.537827
client3,0.539641
client3,0.541256
client7,0.543428
client14,0.545178
client3,0.556283
client7,0.558407
client3,0.560689
client12,0.562885
client7,0.565956
client7,0.568327
client14,0.583233
client7,0.587737
client5,0.590161
client12,0.593673
client14,0.595996
client14,0.598249
client7,0.605788
client12,0.631872
client14,0.634685
client12,0.64271
client7,0.653691
client14,0.666719
client12,0.676704
client5,0.688674
client14,0.700729
client12,0.712995
client14,0.732718
client12,0.756639
client14,0.771627
client12,0.785643
client5,0.802712
client12,0.820222
client5,0.84263
client5,0.851571
client5,0.858561
client5,0.868878
client5,0.881517
client5,0.908603
client5,0.965694
client8,0.971462
client8,0.97845
client8,0.993529
client8,1.013227
client8,1.031219
client8,1.047224
client8,1.064322
client8,1.083401
client8,1.101883
client8,1.128291
client10,1.145562
client10,1.152488
client10,1.17515
client10,1.207511
client10,1.233104
client10,1.266218
client10,1.288219
client10,1.307173
client10,1.320024
client10,1.323061
client11,1.335445
client16,1.368547
client11,1.371948
client16,1.394819
client11,1.422078
client16,1.446128
client11,1.448698
client11,1.464591
client16,1.495736
client11,1.524877
client16,1.549701
client11,1.57274
client16,1.596685
client16,1.621718
client11,1.645629
client16,1.670553
client11,1.7056499999999999
client16,1.727712
client11,1.758688
client16,1.7946879999999998
client13,1.822523
client13,1.8524530000000001
client13,1.8864480000000001
client13,1.917417
client13,1.951773
client13,1.986483
client13,2.012215
client13,2.043489
client13,2.075323
client13,2.107304
client15,2.142737
client15,2.179557
client15,2.225168
client15,2.265835
client15,2.322458
client15,2.363485
client15,2.401522
client15,2.436692
client15,2.474379
client15,2.548907
client26,2.573682
client26,2.5767379999999998
client26,2.580395
client26,2.6168940000000003
client26,2.685126
client26,2.68873
client26,2.691769
client26,2.694724
client26,2.697629
client26,2.701048
client19,2.737758
client19,2.740258
client19,2.742747
client19,2.745406
client19,2.7481590000000002
client19,2.751971
client19,2.770917
client19,2.801436
client19,2.814906
client19,2.834492
client34,2.853945
client34,2.879565
client24,2.901511
client34,2.926522
client34,2.9564529999999998
client24,2.985473
client34,3.006565
client34,3.031405
client34,3.063459
client24,3.085738
client24,3.109441
client34,3.14372
client34,3.168447
client24,3.181439
client24,3.21354
client34,3.243387
client24,3.272452
client24,3.302364
client24,3.33636
client24,3.358481
client40,3.387301
client40,3.419233
client40,3.454212
client40,3.485181
client40,3.516185
client40,3.54444
client40,3.575686
client40,3.617122
client40,3.64025
client40,3.673072
client30,3.705764
client30,3.741796
client30,3.7843590000000003
client30,3.83583
client30,3.849436
client30,3.85194
client30,3.854492
client30,4.14208
client30,4.154669
client30,4.174641
client49,4.200531
client49,4.217559
client49,4.240402
client49,4.269389
client49,4.3013580000000005
client49,4.318401
client49,4.3313749999999995
client49,4.36341
client49,4.382376
client49,4.401322
client39,4.430918
client39,4.450915
client39,4.466789
client39,4.49213
client39,4.515831
client39,4.541787
client39,4.564072
client39,4.587835
client39,4.610898
client39,4.634875
client27,4.656146
client27,4.679779
client27,4.711761
client27,4.737766
client27,4.762695
client27,4.792662
client27,4.817653
client27,4.843738
client27,4.870633
client27,4.89859
client35,4.924737
client35,4.9604420000000005
client35,5.006527
client35,5.026601
client35,5.039213
client35,5.042313
client35,5.080041
client35,5.12043
client35,5.155292
client35,5.195301
client20,5.264812
client20,5.26947
client46,5.271664
client20,5.274014
client20,5.27672
client20,5.282014
client46,5.2834769999999995
client20,5.285019
client20,5.2864889999999995
client46,5.302453
client20,5.5336359999999996
client46,5.5362670000000005
client46,5.538563
client20,5.540675
client46,5.542861
client46,5.544903
client20,5.547055
client46,5.563527
client46,5.565596
client46,5.578907
client31,5.584319
client31,5.5870750000000005
client31,5.589176
client31,5.591509
client31,5.593622
client31,5.62754
client31,5.629749
client31,5.631757
client31,5.633782
client31,5.635791
client18,5.6373560000000005
client18,5.639323
client18,5.641324
client18,5.643319
client18,5.645373
client18,5.64736
client18,5.649404
client18,5.6513539999999995
client18,5.65526
client18,5.658073
client25,5.660181
client25,5.689311
client25,5.694899
client25,5.7008790000000005
client25,5.71587
client25,5.733141
client25,5.745835
client25,5.756228
client25,5.767183
client25,5.779069
client23,5.7938410000000005
client23,5.806467
client42,5.819453
client23,5.831398
client42,5.850378
client23,5.860514
client23,5.873218
client23,5.893945
client42,5.904309
client23,5.911247
client42,5.914267
client23,5.919194
client42,5.922427
client23,5.94627
client42,5.960614
client23,5.971241
client42,5.987233
client42,5.999498
client42,6.014042
client42,6.028085
client33,6.042025
client33,6.057204
client33,6.074024
client33,6.093039
client33,6.117705
client33,6.130018
client33,6.139941
client33,6.144878
client33,6.148796
client33,6.163812
client43,6.216751
client43,6.219712
client43,6.222082
client43,6.22437
client43,6.226677
client43,6.229067
client43,6.231304
client43,6.233608
client43,6.241547
client43,6.275071
client4,6.279326
client4,6.314406
client4,6.317263
client4,6.320246
client4,6.323227
client4,6.326261
client4,6.331222
client4,6.336543
client17,6.360563
client4,6.366474
client4,6.37118
client17,6.3837
client17,6.385983
client17,6.389087
client17,6.409573
client17,6.417129
client17,6.427185
client17,6.448005
client17,6.453019
client17,6.460064
client41,6.469061
client41,6.481209
client41,6.496044
client41,6.5059249999999995
client41,6.5088930000000005
client41,6.512569
client41,6.516083
client41,6.527919
client41,6.559773
client41,6.573296
client45,6.574615
client45,6.576775
client45,6.578942
client45,6.581757
client45,6.585829
client45,6.59023
client45,6.605782
client45,6.625688
client45,6.628956
client45,6.633731
client44,6.65242
client44,6.658404
client44,6.664589
client44,6.672564
client37,6.6803799999999995
client44,6.693214
client36,6.712226
client44,6.71963
client44,6.729482
client37,6.747623
client44,6.759487
client44,6.770151
client44,6.785305
client36,6.799163
client37,6.812132
client37,6.826104
client37,6.841119
client36,6.856122
client37,6.866072
client36,6.877064
client37,6.890155
client37,6.9040420000000005
client36,6.926043
client37,6.936038
client36,6.947466
client37,6.952985
client36,6.971343
client36,6.989294
client36,7.001009
client36,7.017206
client22,7.030936
client22,7.092085
client22,7.979827
