Sender,Time
client1,1.9268420000000002
client2,1.862422
client2,1.861356
client1,1.860522
client2,1.859753
client1,1.859051
client2,1.8583690000000002
client1,1.857628
client2,1.856887
client1,1.85615
client2,1.855419
client1,1.854627
client2,1.853521
client1,1.8524690000000001
client2,1.851761
client1,1.8511030000000002
client2,1.8504239999999998
client1,1.8499050000000001
client2,1.849316
client1,1.8485200000000002
client3,1.8548369999999998
client3,1.853736
client3,1.85285
client3,1.851835
client3,1.850962
client3,1.8501210000000001
client3,1.8493680000000001
client3,1.848712
client3,1.847956
client3,1.847207
client5,1.846376
client5,1.8454350000000002
client5,1.844653
client4,1.843755
client5,1.842713
client4,1.8420079999999999
client5,1.841467
client4,1.840705
client5,1.8397999999999999
client5,1.839025
client4,1.837873
client5,1.837103
client4,1.836228
client5,1.8354439999999999
client4,1.8347
client4,1.8338700000000001
client5,1.832979
client4,1.832118
client4,1.8310140000000001
client4,1.83003
Sender,Time
client3,1.93887
client1,1.924699
client1,1.923665
client5,1.923003
client1,1.922126
client5,1.921478
client3,1.920927
client1,1.9199570000000001
client1,1.918943
client5,1.918227
client3,1.917402
client1,1.9166400000000001
client5,1.9159389999999998
client1,1.91543
client5,1.9148070000000001
client3,1.914118
client5,1.9134250000000002
client1,1.912755
client5,1.911994
client3,1.910546
client5,1.909432
client1,1.9087429999999999
client5,1.907983
client3,1.907225
client5,1.9063750000000002
client1,1.905546
client3,1.904774
client3,1.904249
client3,1.903524
client3,1.902581
client4,1.901583
client2,1.89961
client4,1.898393
client2,1.897593
client4,1.896927
client4,1.896413
client2,1.895803
client4,1.895243
client4,1.894691
client2,1.894025
client4,1.893267
client4,1.89261
client2,1.8913060000000002
client2,1.8906610000000001
client4,1.889792
client2,1.889113
client4,1.888372
client2,1.887554
client2,1.887032
client2,1.886447
